"","X","ID","Task.Name","Trial.Number","dilemmaAll","Context","Dilemma","PBH_actual","PDE_actual","BA_actual","MC_actual","Intent_actual","MG_actual","Agent","RT","MJ","keys","Gender","Gender.quant","Age","Nationality","cultural.arab","cultural.asian","cultural.black","cultural.multiple","cultural.white","cultural.prefNo","cultural.another","primary_cultural","multiple_cultural","identified_variants","variants_string","oldDilemma","Dilemma_base","PBH","PDE","Intent","BA","MC","MG"
"3461",3461,14609446,"Main Stimuli J_YES (Latin Square) ",55,"InefficientRisk","trolley","Inefficient_Risk_Trolley","No","No","yes","no","yes","Yes","AI",775.300000071526,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","InefficientRisk","Inefficient_Risk","No","Yes","No","Yes","Yes","Yes"
"3462",3462,14609446,"Main Stimuli J_YES (Latin Square) ",56,"FootbridgePHO","trolley","Footbridge_PHO_Trolley","Yes","No","yes","yes","yes","No","AI",3481.09999999998,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","FootbridgePHO","Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"3463",3463,14609446,"Main Stimuli J_YES (Latin Square) ",57,"DropEquipment","crane","Drop_Equipment_Crane","No","No","yes","yes","no","Yes","Human",1171.29999999999,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","DropEquipmentCrane","Drop_Equipment","No","No","No","No","No","Yes"
"3464",3464,14609446,"Main Stimuli J_YES (Latin Square) ",58,"costless rescue","trolley","Costless_Rescue_Trolley","No","Yes","yes","yes","yes","Yes","AI",498.599999999977,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","costless rescue","Costless_Rescue","No","No","No","No","No","Yes"
"3465",3465,14609446,"Main Stimuli J_YES (Latin Square) ",59,"OmissionBystanderPHO","trolley","Omission_Bystander_PHO_Trolley","No","No","yes","no","yes","Yes","AI",398.299999976181,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","OmissionBystanderPHOTrolley","Omission_Bystander_PHO","Yes","Yes","Yes","Yes","Yes","No"
"3466",3466,14609446,"Main Stimuli J_YES (Latin Square) ",60,"footbridge","trolley","Footbridge_Trolley","Yes","No","yes","yes","no","No","AI",262.200000023819,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","footbridge","Footbridge","Yes","Yes","Yes","No","No","No"
"3467",3467,14609446,"Main Stimuli J_YES (Latin Square) ",61,"DropEquipment","Crane","Drop_Equipment_Crane","No","No","yes","yes","yes","Yes","Human",237.700000047684,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","DropEquipmentCraneHang","Drop_Equipment","No","No","No","No","No","Yes"
"3468",3468,14609446,"Main Stimuli J_YES (Latin Square) ",62,"Footbridge_Equipment_Save_","trolley","Footbridge_Equipment_Save_Trolley","Yes","No","yes","no","yes","No","AI",2168.10000007151,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","Footbridge_Equipment_Save_Trolley","Footbridge_Equipment_Save","No","Yes","Yes","No","Yes","Yes"
"3469",3469,14609446,"Main Stimuli J_YES (Latin Square) ",63,"intentional homicide","trolley","Intentional_Homicide_Trolley","Yes","No","yes","yes","no","No","Human",239.200000047684,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","intentional homicide","Intentional_Homicide","Yes","Yes","Yes","No","No","No"
"3470",3470,14609446,"Main Stimuli J_YES (Latin Square) ",64,"loop","trolley","Loop_Track_Trolley","Yes","No","yes","yes","no","No","AI",268.399999976158,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","loop","Loop_Track","Yes","Yes","Yes","No","No","No"
"3471",3471,14609446,"Main Stimuli J_YES (Latin Square) ",65,"BystanderPHO","trolley","Bystander_PHO_Trolley","Yes","Yes","yes","yes","yes","Yes","Human",568.299999976181,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","BystanderPHO","Bystander_PHO","Yes","No","No","No","No","Yes"
"3472",3472,14609446,"Main Stimuli J_YES (Latin Square) ",66,"InexpensiveRescue","trolley","Inexpensive_Rescue_Trolley","No","Yes","yes","yes","yes","Yes","Human",283.59999997617,"1","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","InexpensiveRescue","Inexpensive_Rescue","No","No","No","No","No","Yes"
"3473",3473,14609446,"Main Stimuli J_YES (Latin Square) ",67,"OmissionFootbridgePHO","Crane","Omission_Footbridge_PHO_Crane","No","No","yes","no","yes","Yes","Human",461.199999976147,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","OmissionFootbridgePHOCrane","Omission_Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"3474",3474,14609446,"Main Stimuli J_YES (Latin Square) ",68,"drop man","Crane","Drop_Man_Crane","Yes","No","yes","yes","no","No","AI",1194.39999999997,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","DropManCraneHang","Drop_Man","Yes","Yes","Yes","No","No","No"
"3475",3475,14609446,"Main Stimuli J_YES (Latin Square) ",69,"OmissionFootbridgePHO","trolley","Omission_Footbridge_PHO_Trolley","No","No","yes","no","yes","Yes","Human",1462.30000004766,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","OmissionFootbridgePHOTrolley","Omission_Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"3476",3476,14609446,"Main Stimuli J_YES (Latin Square) ",70,"footbridge","crane","Footbridge_Crane","Yes","No","yes","yes","no","No","AI",2467.80000002385,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","footbridgeCrane","Footbridge","Yes","Yes","Yes","No","No","No"
"3477",3477,14609446,"Main Stimuli J_YES (Latin Square) ",71,"bystander","crane","Bystander_Crane","Yes","Yes","yes","yes","yes","Yes","Human",1889.40000000002,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","bystanderCrane","Bystander","Yes","No","No","No","No","Yes"
"3478",3478,14609446,"Main Stimuli J_YES (Latin Square) ",72,"SubstitutedConsent","crane","Substituted_Consent_Crane","Yes","No","yes","yes","no","No","AI",447.700000047684,"0","J_YES","Man",2,26,"Italy","","","","","Italian","","","White",FALSE,"Italian","Italian","SubstitutedConsentCrane","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"3479",3479,14609463,"Main Stimuli J_YES (Latin Square) ",1,"collapse bridge","trolley","Collapse_Bridge_Trolley","Yes","Yes","yes","yes","yes","Yes","AI",1225.70000000894,"0","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","collapse bridge","Collapse_Bridge","Yes","No","No","No","No","Yes"
"3480",3480,14609463,"Main Stimuli J_YES (Latin Square) ",2,"FootbridgePHO","trolley","Footbridge_PHO_Trolley","Yes","No","yes","yes","yes","No","AI",1943.00000000597,"0","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","FootbridgePHO","Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"3481",3481,14609463,"Main Stimuli J_YES (Latin Square) ",3,"man-in-front","crane","Man_in_Front_Crane","Yes","Yes","yes","yes","yes","Yes","Human",1306.20000000596,"0","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","man-in-frontCrane","Man_in_Front","Yes","No","No","No","No","Yes"
"3482",3482,14609463,"Main Stimuli J_YES (Latin Square) ",4,"intentional homicide","trolley","Intentional_Homicide_Trolley","Yes","No","yes","yes","no","No","Human",2678.50000000597,"0","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","intentional homicide","Intentional_Homicide","Yes","Yes","Yes","No","No","No"
"3483",3483,14609463,"Main Stimuli J_YES (Latin Square) ",5,"intentional homicide","crane","Intentional_Homicide_Crane","Yes","No","yes","yes","no","No","Human",1285.60000000297,"0","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","intentional homicideCrane","Intentional_Homicide","Yes","Yes","Yes","No","No","No"
"3484",3484,14609463,"Main Stimuli J_YES (Latin Square) ",6,"OmissionBystanderPHO","Crane","Omission_Bystander_PHO_Crane","No","No","yes","no","yes","Yes","AI",1088.70000000001,"0","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","OmissionBystanderPHOCrane","Omission_Bystander_PHO","Yes","Yes","Yes","Yes","Yes","No"
"3485",3485,14609463,"Main Stimuli J_YES (Latin Square) ",7,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_","crane","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost_Crane","No","No","no","no","no","Yes","Human",1155.30000000299,"0","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Crane","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost","No","Yes","Yes","Yes","Yes","Yes"
"3486",3486,14609463,"Main Stimuli J_YES (Latin Square) ",8,"loop","trolley","Loop_Track_Trolley","Yes","No","yes","yes","no","No","AI",2182.90000000002,"0","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","loop","Loop_Track","Yes","Yes","Yes","No","No","No"
"3487",3487,14609463,"Main Stimuli J_YES (Latin Square) ",9,"BystanderPHA&O","crane","Bystander_PHA_PHO_Crane","Yes","No","yes","yes","no","No","AI",902.400000002992,"0","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","BystanderPHA&OCrane","Bystander_PHA_PHO","Yes","Yes","Yes","No","No","No"
"3488",3488,14609463,"Main Stimuli J_YES (Latin Square) ",10,"BystanderPHO","crane","Bystander_PHO_Crane","Yes","Yes","yes","yes","yes","Yes","Human",3457.89999999999,"0","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","BystanderPHOCrane","Bystander_PHO","Yes","No","No","No","No","Yes"
"3489",3489,14609463,"Main Stimuli J_YES (Latin Square) ",11,"ExpensiveCollapse","trolley","Expensive_Collapse_Trolley","No","Yes","yes","yes","yes","Yes","AI",1020.50000000893,"1","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","ExpensiveCollapse","Expensive_Collapse","No","Yes","Yes","No","No","Yes"
"3490",3490,14609463,"Main Stimuli J_YES (Latin Square) ",12,"bystander","crane","Bystander_Crane","Yes","Yes","yes","yes","yes","Yes","Human",1058.89999999703,"0","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","bystanderCrane","Bystander","Yes","No","No","No","No","Yes"
"3491",3491,14609463,"Main Stimuli J_YES (Latin Square) ",13,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_","trolley","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost_Trolley","No","No","no","no","no","Yes","Human",1053.19999999701,"1","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Trolley","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost","No","Yes","Yes","Yes","Yes","Yes"
"3492",3492,14609463,"Main Stimuli J_YES (Latin Square) ",14,"implied consent","crane","Implied_Consent_Crane","Yes","Yes","yes","yes","yes","Yes","AI",1144.30000000895,"1","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","implied consentCrane","Implied_Consent","Yes","No","No","No","No","Yes"
"3493",3493,14609463,"Main Stimuli J_YES (Latin Square) ",15,"expensive equipment","trolley","Expensive_Equipment_Trolley","Yes","No","no","no","yes","No","Human",599.599999999977,"0","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","expensive equipment","Expensive_Equipment","Yes","Yes","No","No","Yes","No"
"3494",3494,14609463,"Main Stimuli J_YES (Latin Square) ",16,"SuicidalRescue","trolley","Suicidal_Rescue_Trolley","Yes","Yes","yes","yes","yes","Yes","AI",1137.29999999999,"1","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","SuicidalRescue","Suicidal_Rescue","Yes","No","No","No","No","Yes"
"3495",3495,14609463,"Main Stimuli J_YES (Latin Square) ",17,"InefficientRisk","crane","Inefficient_Risk_Crane","No","No","yes","no","yes","Yes","AI",4331.80000000598,"0","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","InefficientRiskCrane","Inefficient_Risk","No","Yes","No","Yes","Yes","Yes"
"3496",3496,14609463,"Main Stimuli J_YES (Latin Square) ",18,"ExpensiveRescue","crane","Expensive_Rescue_Crane","No","Yes","yes","yes","yes","Yes","AI",1020.20000000298,"1","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","ExpensiveRescueCrane","Expensive_Rescue","No","No","No","No","No","Yes"
"3497",3497,14609463,"Main Stimuli J_YES (Latin Square) ",19,"InexpensiveRescue","trolley","Inexpensive_Rescue_Trolley","No","Yes","yes","yes","yes","Yes","Human",772.600000005972,"1","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","InexpensiveRescue","Inexpensive_Rescue","No","No","No","No","No","Yes"
"3498",3498,14609463,"Main Stimuli J_YES (Latin Square) ",20,"SubstitutedConsent2","trolley","Substituted_Consent_Trolley","Yes","No","yes","yes","no","No","AI",859.600000008941,"1","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","SubstitutedConsent","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"3499",3499,14609463,"Main Stimuli J_YES (Latin Square) ",21,"Unprohibted_BetterAlternative_","trolley","Unprohibited_Better_Alternative_Trolley","No","No","no","yes","yes","Yes","AI",498.900000008929,"1","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","Unprohibted_BetterAlternative_Trolley","Unprohibited_Better_Alternative","No","Yes","No","Yes","No","Yes"
"3500",3500,14609463,"Main Stimuli J_YES (Latin Square) ",22,"ExpensiveCollapse","crane","Expensive_Collapse_Crane","No","Yes","yes","yes","yes","Yes","AI",1065.399999997,"1","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","ExpensiveCollapseCrane","Expensive_Collapse","No","Yes","Yes","No","No","Yes"
"3501",3501,14609463,"Main Stimuli J_YES (Latin Square) ",23,"OmissionFootbridgePHO","Crane","Omission_Footbridge_PHO_Crane","No","No","yes","no","yes","Yes","Human",727.40000000596,"0","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","OmissionFootbridgePHOCrane","Omission_Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"3502",3502,14609463,"Main Stimuli J_YES (Latin Square) ",24,"collapse bridge","crane","Collapse_Bridge_Crane","Yes","Yes","yes","yes","yes","Yes","AI",848.29999999702,"1","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","collapse bridgeCrane","Collapse_Bridge","Yes","No","No","No","No","Yes"
"3503",3503,14609463,"Main Stimuli J_YES (Latin Square) ",25,"drop man","Crane","Drop_Man_Crane","Yes","No","yes","yes","no","No","AI",823.700000000012,"1","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","DropManCraneHang","Drop_Man","Yes","Yes","Yes","No","No","No"
"3504",3504,14609463,"Main Stimuli J_YES (Latin Square) ",26,"EfficientRisk","trolley","Efficient_Risk_Trolley","No","Yes","yes","yes","yes","Yes","Human",4268.79999999702,"0","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","EfficientRisk","Efficient_Risk","No","No","No","No","No","Yes"
"3505",3505,14609463,"Main Stimuli J_YES (Latin Square) ",27,"FootbridgePHO","crane","Footbridge_PHO_Crane","Yes","No","yes","yes","yes","No","AI",2191.80000000296,"0","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","FootbridgePHOCrane","Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"3506",3506,14609463,"Main Stimuli J_YES (Latin Square) ",28,"BetterAlternative_DisproportionateCost_","trolley","Better_Alternative_Disproportionate_Cost_Trolley","Yes","No","no","no","yes","No","Human",2869.20000000595,"0","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","BetterAlternative_DisproportionateCost_Trolley","Better_Alternative_Disproportionate_Cost","Yes","Yes","No","Yes","Yes","No"
"3507",3507,14609463,"Main Stimuli J_YES (Latin Square) ",29,"better alternative","crane","Better_Alternative_Crane","Yes","No","no","yes","yes","No","Human",1224.5,"0","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","better alternativeCrane","Better_Alternative","Yes","Yes","No","Yes","No","No"
"3508",3508,14609463,"Main Stimuli J_YES (Latin Square) ",30,"FootbridgePHA&O","crane","Footbridge_PHA_PHO_Crane","Yes","No","yes","yes","no","No","Human",1175.50000000297,"0","J_YES","Man",2,35,"Kenya","","","African or African British","","","","","Black",FALSE,"African or African British","African or African British","FootbridgePHA&OCrane","Footbridge_PHA_PHO","Yes","Yes","Yes","No","No","No"
