"","X","ID","TVideo_1","Task.Name","Trial.Number","dilemmaAll","Context","Dilemma","RT","MJ","keys","PBH_actual","PDE_actual","Agent","BA_actual","MC_actual","Intent_actual","MG_actual","Gender","Gender.quant","Age","Nationality","Country_of_residence","cultural.arab","cultural.asian","cultural.black","cultural.multiple","cultural.white","cultural.prefNo","cultural.another","primary_cultural","multiple_cultural","identified_prefs","prefs_string","oldDilemma","Dilemma_base","PBH","PDE","Intent","BA","MC","MG"
"4689",4689,15132696,"ImpliedConsent_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",81,"implied consent","trolley","Implied_Consent_Trolley",428.300000000047,"1","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","implied consent","Implied_Consent","Yes","No","No","No","No","Yes"
"4690",4690,15132696,"Bystander_PHA&O_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",82,"BystanderPHA&O","trolley","Bystander_PHA_PHO_Trolley",599.79999999993,"1","J_YES","Yes","No","Human","Yes","Yes","No","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","BystanderPHA&O","Bystander_PHA_PHO","Yes","Yes","Yes","No","No","No"
"4691",4691,15132696,"ExpensiveCollapse_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",83,"ExpensiveCollapse","truck","Expensive_Collapse_Truck",1529.80000000598,"1","J_YES","Yes","Yes","Ai","Yes","No","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","ExpensiveCollapseTruck","Expensive_Collapse","No","Yes","Yes","No","No","Yes"
"4692",4692,15132696,"Footbridge_Equipment_Save_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",84,"Footbridge_Equipment_Save_","trolley","Footbridge_Equipment_Save_Trolley",416.70000000007,"0","J_YES","Yes","No","Human","Yes","No","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","Footbridge_Equipment_Save_Trolley","Footbridge_Equipment_Save","No","Yes","Yes","No","Yes","Yes"
"4693",4693,15132696,"ExpensiveEquipment_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",85,"expensive equipment","truck","Expensive_Equipment_Truck",524.200000011944,"0","J_YES","Yes","No","Ai","No","Yes","No","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","expensive equipmentTruck","Expensive_Equipment","Yes","Yes","No","No","Yes","No"
"4694",4694,15132696,"ExpensiveCollapse_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",86,"ExpensiveCollapse","trolley","Expensive_Collapse_Trolley",621.200000006007,"1","J_YES","No","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","ExpensiveCollapse","Expensive_Collapse","No","Yes","Yes","No","No","Yes"
"4695",4695,15132696,"ExpensiveEquipment_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",87,"expensive equipment","trolley","Expensive_Equipment_Trolley",349.90000000014,"0","J_YES","Yes","No","Human","No","No","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","expensive equipment","Expensive_Equipment","Yes","Yes","No","No","Yes","No"
"4696",4696,15132696,"LoopTrack_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",88,"loop","mine","Loop_Track_Mine",1316.40000000014,"1","J_YES","No","Yes","Human","No","Yes","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","loopMine","Loop_Track","Yes","Yes","Yes","No","No","No"
"4697",4697,15132696,"BetterAlternative_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",89,"better alternative","truck","Better_Alternative_Truck",604.300000011921,"1","J_YES","Yes","Yes","Ai","No","Yes","No","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","better alternativeTruck","Better_Alternative","Yes","Yes","No","Yes","No","No"
"4698",4698,15132696,"Footbridge_PHA_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",90,"FootbridgePHA","trolley","Footbridge_PHA_Trolley",1064.5,"0","J_YES","Yes","No","Human","Yes","Yes","No","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","FootbridgePHA","Footbridge_PHA","Yes","Yes","Yes","No","No","No"
"4699",4699,15132696,"Omission_Footbridge_PHO_Mine_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",91,"OmissionFootbridgePHO","mine","Omission_Footbridge_PHO_Mine",3365.60000000591,"1","J_YES","Yes","No","Ai","No","No","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","OmissionFootbridgePHOMine","Omission_Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"4700",4700,15132696,"InexpensiveRescue_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",92,"InexpensiveRescue","crane","Inexpensive_Rescue_Crane",1183.19999999995,"1","J_YES","No","Yes","Ai","Yes","Yes","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","InexpensiveRescueCrane","Inexpensive_Rescue","No","No","No","No","No","Yes"
"4701",4701,15132696,"SuicidalRescue_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",93,"SuicidalRescue","truck","Suicidal_Rescue_Truck",1979.5,"1","J_YES","Yes","Yes","Ai","Yes","Yes","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","SuicidalRescueTruck","Suicidal_Rescue","Yes","No","No","No","No","Yes"
"4702",4702,15132696,"BetterAlternative_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",94,"better alternative","crane","Better_Alternative_Crane",3043.600000003,"0","J_YES","Yes","No","Ai","No","Yes","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","better alternativeCrane","Better_Alternative","Yes","Yes","No","Yes","No","No"
"4703",4703,15132696,"Omission_Footbridge_PHO_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",95,"OmissionFootbridgePHO","truck","Omission_Footbridge_PHO_Truck",1257.70000001194,"0","J_YES","Yes","No","Ai","No","No","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","OmissionFootbridgePHOTruck","Omission_Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"4704",4704,15132696,"IntentionalHomicide_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",96,"intentional homicide","crane","Intentional_Homicide_Crane",3582.40000000014,"1","J_YES","Yes","No","Ai","Yes","Yes","No","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","intentional homicideCrane","Intentional_Homicide","Yes","Yes","Yes","No","No","No"
"4705",4705,15132696,"DropMan_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",97,"drop man","mine","Drop_Man_Mine",2311.30000000889,"1","J_YES","No","Yes","Human","No","Yes","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","drop manMine","Drop_Man","Yes","Yes","Yes","No","No","No"
"4706",4706,15132696,"ImpliedConsent_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",98,"implied consent","truck","Implied_Consent_Truck",1099.79999999993,"1","J_YES","Yes","Yes","Ai","Yes","Yes","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","implied consentTruck","Implied_Consent","Yes","No","No","No","No","Yes"
"4707",4707,15132696,"Footbridge_Equipment_Save_Mine_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",99,"Footbridge_Equipment_Save_","mine","Footbridge_Equipment_Save_Mine",705.100000011967,"0","J_YES","Yes","No","Ai","No","Yes","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","Footbridge_Equipment_Save_Mine","Footbridge_Equipment_Save","No","Yes","Yes","No","Yes","Yes"
"4708",4708,15132696,"SubstitutedConsent_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",100,"SubstitutedConsent","truck","Substituted_Consent_Truck",629.600000011967,"1","J_YES","No","Yes","Ai","No","Yes","Yes","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","SubstitutedConsentTruck","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"4709",4709,15132696,"CostlessRescue_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",101,"costless rescue","mine","Costless_Rescue_Mine",365.700000006007,"1","J_YES","Yes","Yes","Human","Yes","No","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","costless rescueMine","Costless_Rescue","No","No","No","No","No","Yes"
"4710",4710,15132696,"DisproportionalDeath_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",102,"disproportionate death","mine","Disproportionate_Death_Mine",566.59999999986,"0","J_YES","Yes","No","Human","No","Yes","No","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","disproportionate deathMine","Disproportionate_Death","Yes","Yes","No","Yes","Yes","No"
"4711",4711,15132696,"EfficientRisk_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",103,"EfficientRisk","truck","Efficient_Risk_Truck",537.900000000023,"1","J_YES","Yes","Yes","Ai","Yes","No","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","EfficientRiskTruck","Efficient_Risk","No","No","No","No","No","Yes"
"4712",4712,15132696,"Bystander_PHO_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",104,"BystanderPHO","trolley","Bystander_PHO_Trolley",1611.00000000303,"1","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","BystanderPHO","Bystander_PHO","Yes","No","No","No","No","Yes"
"4713",4713,15132696,"CostlessRescue_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",105,"costless rescue","trolley","Costless_Rescue_Trolley",542.000000008964,"1","J_YES","No","Yes","Human","Yes","Yes","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","costless rescue","Costless_Rescue","No","No","No","No","No","Yes"
"4714",4714,15132696,"ExpensiveCollapse_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",106,"ExpensiveCollapse","mine","Expensive_Collapse_Mine",526.900000002934,"1","J_YES","Yes","Yes","Human","Yes","No","Yes","Yes","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","ExpensiveCollapseMine","Expensive_Collapse","No","Yes","Yes","No","No","Yes"
"4715",4715,15132696,"Footbridge_PHA_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",107,"FootbridgePHA","crane","Footbridge_PHA_Crane",1377.20000001194,"1","J_YES","Yes","No","Ai","Yes","Yes","No","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","FootbridgePHACrane","Footbridge_PHA","Yes","Yes","Yes","No","No","No"
"4716",4716,15132696,"DisproportionalDeath_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",108,"disproportionate death","truck","Disproportionate_Death_Truck",614.500000008964,"0","J_YES","Yes","No","Ai","No","Yes","No","No","Woman",1,43,"United States","United States","caucasion",NA,NA,NA,"British or English or Scottish or Welsh or Northern Irish",NA,NA,"White",TRUE,"c(""caucasion"", ""British or English or Scottish or Welsh or Northern Irish"")","caucasion; British or English or Scottish or Welsh or Northern Irish","disproportionate deathTruck","Disproportionate_Death","Yes","Yes","No","Yes","Yes","No"
